ens_gene,Symbol,Uniq_syms,entrez,Gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Immp2l,Immp2l,Immp2l,93757,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),134.2712226,-0.211865008,0.230842904,0.001245925,0.078798386
Lgals4,Lgals4,Lgals4,16855,"lectin, galactose binding, soluble 4",863.3661398,0.165199775,0.123389184,0.001261555,0.07887991
ENSMUSG00000082741.2,NA,ENSMUSG00000082741.2,NA,NA,191.8945096,-0.211352993,0.223255674,0.001268452,0.07887991
Rpl7a,Rpl7a,Rpl7a,27176,ribosomal protein L7A,5985.195012,-0.136097739,0.079378487,0.001268579,0.07887991
Klf12,Klf12,Klf12,16597,Kruppel-like transcription factor 12,125.8852081,0.188388302,0.272671386,0.001272667,0.07887991
Phlda3,Phlda3,Phlda3,27280,"pleckstrin homology like domain, family A, member 3",161.9554088,-0.208235267,0.227944536,0.001314227,0.081050523
Irf5,Irf5,Irf5,27056,interferon regulatory factor 5,391.5327299,0.178882011,0.146423274,0.001330526,0.081531007
Tspan17,Tspan17,Tspan17,74257,tetraspanin 17,103.6530298,0.207172442,0.226436926,0.001336886,0.081531007
Mospd3,Mospd3,Mospd3,68929,motile sperm domain containing 3,1979.1783,0.144408088,0.094067015,0.001341749,0.081531007
Lax1,Lax1,Lax1,240754,lymphocyte transmembrane adaptor 1,4327.626647,-0.128612869,0.069216984,0.001359902,0.082230976
Prps2,Prps2,Prps2,110639,phosphoribosyl pyrophosphate synthetase 2,1251.46628,-0.143173811,0.093656078,0.001410335,0.084616446
Slfn1,Slfn1,Slfn1,20555,schlafen 1,3536.290974,0.138187732,0.085654902,0.001413005,0.084616446
Serpinb6b,Serpinb6b,Serpinb6b,20708,"serine (or cysteine) peptidase inhibitor, clade B, member 6b",2308.41834,-0.183615785,0.159548229,0.001450761,0.086459803
Id2,Id2,Id2,15902,inhibitor of DNA binding 2,37276.65538,-0.120113842,0.058363029,0.001506962,0.089263135
Dock9,Dock9,Dock9,105445,dedicator of cytokinesis 9,786.0513814,-0.175071916,0.147620655,0.00151622,0.089263135
Pcbp4,Pcbp4,Pcbp4,59092,poly(rC) binding protein 4,389.9779089,0.172495474,0.14342513,0.001519403,0.089263135
Lmnb1,Lmnb1,Lmnb1,16906,lamin B1,1069.049696,-0.187346563,0.173206896,0.001567253,0.091639937
ENSMUSG00000108926.1,NA,ENSMUSG00000108926.1,NA,NA,3.606080722,-0.041718765,0.328367395,0.001579238,NA
Gemin2,Gemin2,Gemin2,66603,gem nuclear organelle associated protein 2,1124.889578,0.166940198,0.136361399,0.001581368,0.09203118
Tubb3,Tubb3,Tubb3,22152,"tubulin, beta 3 class III",183.1336685,0.190499053,0.183132061,0.001597212,0.092334755
Taf6,Taf6,Taf6,21343,TATA-box binding protein associated factor 6,1285.863058,0.150303812,0.109665878,0.001601482,0.092334755
Gm6136,Gm6136,Gm6136,620213,ribosomal protein L6 pseudogene,604.1185603,-0.185653655,0.172277408,0.001612655,0.092548491
Dpp4,Dpp4,Dpp4,13482,dipeptidylpeptidase 4,4021.377801,-0.125053656,0.06751024,0.00162201,0.092656411
Med12l,Med12l,Med12l,329650,mediator complex subunit 12-like,664.3848798,-0.168884463,0.14255048,0.001666557,0.094764408
Mfhas1,Mfhas1,Mfhas1,52065,malignant fibrous histiocytoma amplified sequence 1,574.5457987,-0.158309777,0.125030224,0.001682182,0.094963662
Wdr95,Wdr95,Wdr95,381693,WD40 repeat domain 95,2606.009305,-0.163880902,0.134544597,0.001685383,0.094963662
Slc22a17,Slc22a17,Slc22a17,59049,"solute carrier family 22 (organic cation transporter), member 17",42.01217287,0.152029973,0.273589922,0.001701308,0.095427201
Ralgps2,Ralgps2,Ralgps2,78255,Ral GEF with PH domain and SH3 binding motif 2,126.8655637,0.190700252,0.212795835,0.001720974,0.096095466
Abcf2,Abcf2,Abcf2,27407,"ATP-binding cassette, sub-family F member 2",2297.09981,0.127068392,0.072881135,0.001754073,0.097504421
Id3,Id3,Id3,15903,inhibitor of DNA binding 3,261.8423368,0.185780253,0.223615744,0.00177645,0.098307484
Ss18,Ss18,Ss18,268996,"SS18, subunit of BAF chromatin remodeling complex",7838.849052,0.128014149,0.075121469,0.001791785,0.09871543
Rrp7a,Rrp7a,Rrp7a,74778,ribosomal RNA processing 7 homolog A,1953.307202,0.15067613,0.115618944,0.001821278,0.099896276
Arrdc1,Arrdc1,Arrdc1,215705,arrestin domain containing 1,5025.226212,0.121981134,0.06533067,0.001840346,0.100497482
Gcnt1,Gcnt1,Gcnt1,14537,"glucosaminyl (N-acetyl) transferase 1, core 2",129.4136552,-0.183956661,0.198346128,0.001920405,0.104394916
Rps28,Rps28,Rps28,54127,ribosomal protein S28,4833.746874,-0.136206827,0.092226667,0.00192856,0.104394916
Cfap54,Cfap54,Cfap54,380654,cilia and flagella associated protein 54,27.42594465,-0.125339918,0.281880837,0.001956765,NA
Ccm2,Ccm2,Ccm2,216527,cerebral cavernous malformation 2,5172.38026,0.130549993,0.082892666,0.001989991,0.106086522
ND2,ND2,ND2,17717,NADH dehydrogenase subunit 2,18765.11975,-0.141114738,0.102665194,0.002005319,0.106086522
Gm37065,Gm37065,Gm37065,105244010,"predicted gene, 37065",98.0524074,-0.177912963,0.217997207,0.002013429,0.106086522
Phf2,Phf2,Phf2,18676,PHD finger protein 2,1006.51905,0.142334341,0.105106436,0.002015612,0.106086522
Trav3-4,Trav3-4,Trav3-4,211027,T cell receptor alpha variable 3-4,67.27114174,0.132824158,0.270504317,0.002017405,0.106086522
Samd1,Samd1,Samd1,666704,sterile alpha motif domain containing 1,127.3946407,0.176844986,0.219845685,0.002021068,0.106086522
Mphosph9,Mphosph9,Mphosph9,269702,M-phase phosphoprotein 9,712.7971599,-0.147163813,0.114235163,0.002029489,0.106086522
Ift81,Ift81,Ift81,12589,intraflagellar transport 81,124.5547551,-0.035767498,0.352892203,0.002032026,0.106086522
Eeig1,Eeig1,Eeig1,98952,estrogen-induced osteoclastogenesis regulator 1,3511.02986,-0.128728479,0.080278371,0.00203878,0.106086522
Plscr3,Plscr3,Plscr3,70310,phospholipid scramblase 3,89.66974825,0.169974321,0.229837156,0.002045392,0.106086522
Smyd1,Smyd1,Smyd1,12180,SET and MYND domain containing 1,282.5668697,0.179905468,0.200503289,0.002054744,0.106127532
Trav8-2,Trav8-2,Trav8-2,193587,T-cell receptor alpha variable 8-2,138.275362,0.164668626,0.234520672,0.002078078,0.106585544
Tmsb4x,Tmsb4x,Tmsb4x,19241,"thymosin, beta 4, X chromosome",280797.5352,-0.135709224,0.094100734,0.002080808,0.106585544
Rps5,Rps5,Rps5,20103,ribosomal protein S5,16689.58674,-0.153156172,0.127387666,0.002112766,0.107462815
ENSMUSG00000104231.1,NA,ENSMUSG00000104231.1,NA,NA,9.307112497,-0.037907581,0.279722576,0.002115558,NA
Mdn1,Mdn1,Mdn1,100019,midasin AAA ATPase 1,752.2146042,-0.150349233,0.122351242,0.002123509,0.107462815
Ppp2r1b,Ppp2r1b,Ppp2r1b,73699,"protein phosphatase 2, regulatory subunit A, beta",3226.42073,0.128213674,0.080800971,0.002135119,0.107462815
ENSMUSG00000094955.2,NA,ENSMUSG00000094955.2,NA,NA,2366.137484,-0.164487261,0.150908406,0.002139158,0.107462815
Rgmb,Rgmb,Rgmb,68799,repulsive guidance molecule family member B,58.96665728,0.155414198,0.240871488,0.002141281,0.107462815
Anxa4,Anxa4,Anxa4,11746,annexin A4,1729.429522,0.134219875,0.093894267,0.002228072,0.111367659
Emilin2,Emilin2,Emilin2,246707,elastin microfibril interfacer 2,201.9474885,0.173989985,0.185618481,0.002238587,0.111443868
Nfe2l2,Nfe2l2,Nfe2l2,18024,"nuclear factor, erythroid derived 2, like 2",1959.699602,0.130957599,0.08791768,0.002249477,0.111524436
Wdfy1,Wdfy1,Wdfy1,69368,WD repeat and FYVE domain containing 1,1289.370343,0.128599502,0.083447697,0.002258199,0.111524436
Msn,Msn,Msn,17698,moesin,51078.78503,0.109363267,0.051168822,0.002398713,0.117993847
Csnk1e,Csnk1e,Csnk1e,27373,"casein kinase 1, epsilon",229.7767178,0.16385876,0.160824635,0.002415996,0.118374239
Zbtb32,Zbtb32,Zbtb32,58206,zinc finger and BTB domain containing 32,1314.585024,0.148074911,0.125590867,0.002442635,0.11900158
Faah,Faah,Faah,14073,fatty acid amide hydrolase,3037.680358,0.118964823,0.067175376,0.002448,0.11900158
Prdx4,Prdx4,Prdx4,53381,peroxiredoxin 4,859.9480969,0.128066563,0.085717879,0.002475238,0.119468767
Trav6n-6,Trav6n-6,Trav6n-6,620297,T cell receptor alpha variable 6N-6,6.846934609,-0.03979072,0.250748331,0.002483456,NA
Ifit3,Ifit3,Ifit3,15959,interferon-induced protein with tetratricopeptide repeats 3,909.5329564,0.168206925,0.183590756,0.002486413,0.119468767
Npm1,Npm1,Npm1,18148,nucleophosmin 1,11967.70871,-0.131084195,0.092046658,0.002486523,0.119468767
Lgals9,Lgals9,Lgals9,16859,"lectin, galactose binding, soluble 9",4957.855526,0.111745324,0.055504547,0.002543995,0.121758169
Ccr2,Ccr2,Ccr2,12772,C-C motif chemokine receptor 2,23774.68764,-0.125044309,0.081041328,0.002579926,0.12300291
Klre1,Klre1,Klre1,243655,killer cell lectin-like receptor family E member 1,3315.573892,-0.15460651,0.144229502,0.002600792,0.123522659
Fasl,Fasl,Fasl,14103,Fas ligand,5221.162302,-0.139758715,0.112780876,0.002644751,0.125131067
Pak6,Pak6,Pak6,214230,p21 (RAC1) activated kinase 6,254.3388209,-0.160776787,0.163943213,0.002666147,0.12566374
Herpud1,Herpud1,Herpud1,64209,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1",2111.822635,0.123393405,0.079008917,0.002682523,0.125956663
ENSMUSG00000104235.1,NA,ENSMUSG00000104235.1,NA,NA,383.1301067,-0.161832651,0.201656445,0.002699859,0.126292263
Uqcrb,Uqcrb,Uqcrb,67530,ubiquinol-cytochrome c reductase binding protein,1203.484142,-0.134181149,0.102539882,0.002725772,0.127025062
Atp6v0b,Atp6v0b,Atp6v0b,114143,"ATPase, H+ transporting, lysosomal V0 subunit B",2725.953286,0.12054966,0.073967929,0.002754991,0.127852839
ENSMUSG00000103094.1,NA,ENSMUSG00000103094.1,NA,NA,668.5447089,-0.147413279,0.132090185,0.002764163,0.127852839
Sec23a,Sec23a,Sec23a,20334,"SEC23 homolog A, COPII coat complex component",2090.529535,0.139571079,0.115525341,0.00280147,0.129096735
Xpo4,Xpo4,Xpo4,57258,exportin 4,1106.410184,-0.135231824,0.106607614,0.002827364,0.129524629
Aco1,Aco1,Aco1,11428,aconitase 1,1321.77818,0.121107625,0.076100028,0.002831653,0.129524629
Yju2b,Yju2b,Yju2b,67736,YJU2 splicing factor homolog B,994.9966225,0.134874746,0.106249348,0.002850426,0.129804992
Cd7,Cd7,Cd7,12516,CD7 antigen,3483.213155,-0.118162685,0.070196979,0.002858726,0.129804992
Mob3a,Mob3a,Mob3a,208228,MOB kinase activator 3A,13612.6083,0.118626749,0.0716999,0.002905359,0.131440987
Thrap3,Thrap3,Thrap3,230753,thyroid hormone receptor associated protein 3,4209.074532,-0.115408636,0.065297559,0.002927979,0.131982632
Gm7536,Gm7536,Gm7536,665189,ribosomal protein L27A pseudogene,488.5068523,-0.149039282,0.141099029,0.002949718,0.13248081
Cdk2ap2,Cdk2ap2,Cdk2ap2,52004,cyclin dependent kinase 2 associated protein 2,6487.209362,0.110883682,0.057235961,0.002967945,0.132818237
Clec5a,Clec5a,Clec5a,23845,"C-type lectin domain family 5, member a",2.964013365,0.030522761,0.270701734,0.00297126,NA
Ptk2b,Ptk2b,Ptk2b,19229,PTK2 protein tyrosine kinase 2 beta,3725.954242,-0.117089011,0.069901392,0.003037357,0.134996779
ENSMUSG00000106061.1,NA,ENSMUSG00000106061.1,NA,NA,37.05773237,-0.117236181,0.236672897,0.003039637,0.134996779
Rpl13a,Rpl13a,Rpl13a,22121,ribosomal protein L13A,1953.476597,-0.14591837,0.13611522,0.003056593,0.134996779
Crip2,Crip2,Crip2,68337,cysteine rich protein 2,349.2885476,0.15171257,0.152387756,0.003060188,0.134996779
ENSMUSG00000083796.3,NA,ENSMUSG00000083796.3,NA,NA,486.617666,0.135796623,0.11299658,0.003104539,0.136377424
BC065397,BC065397,BC065397,436230,cDNA sequence BC065397,70.41470398,-0.143944789,0.211989414,0.003113489,0.136377424
B3galt2,B3galt2,B3galt2,26878,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",51.44710532,-0.113227361,0.237017936,0.003125448,0.136419194
Letmd1,Letmd1,Letmd1,68614,LETM1 domain containing 1,1419.781405,0.120927131,0.079656249,0.003145338,0.13680563
ENSMUSG00000062081.6,NA,ENSMUSG00000062081.6,NA,NA,1407.125857,0.133131079,0.107867201,0.003160231,0.136818141
Sgcb,Sgcb,Sgcb,24051,"sarcoglycan, beta (dystrophin-associated glycoprotein)",944.3969266,0.134493164,0.111158208,0.0031677,0.136818141
ENSMUSG00000085799.1,NA,ENSMUSG00000085799.1,NA,NA,28.1294266,-0.100535519,0.244381862,0.003198657,NA
Myadm,Myadm,Myadm,50918,myeloid-associated differentiation marker,896.386211,0.154475045,0.180645717,0.003213338,0.138089484
Sox13,Sox13,Sox13,20668,SRY (sex determining region Y)-box 13,145.0170637,0.121921638,0.227336499,0.003219414,0.138089484
Carhsp1,Carhsp1,Carhsp1,52502,calcium regulated heat stable protein 1,2951.397015,0.123142268,0.086406678,0.003270438,0.139794315
Il17re,Il17re,Il17re,57890,interleukin 17 receptor E,18.72030254,0.085757626,0.250009099,0.003285372,NA
ENSMUSG00000099681.1,NA,ENSMUSG00000099681.1,NA,NA,111.9417595,-0.148714845,0.193721795,0.003395044,0.144408837
Wbp4,Wbp4,Wbp4,22380,WW domain binding protein 4,1515.445964,0.115626554,0.070560118,0.003401693,0.144408837
ENSMUSG00000054006.14,NA,ENSMUSG00000054006.14,NA,NA,59.74641136,-0.097096157,0.239980147,0.003422755,0.144807088
Tax1bp3,Tax1bp3,Tax1bp3,76281,Tax1 (human T cell leukemia virus type I) binding protein 3,574.72332,0.131028734,0.109021061,0.00351291,0.148115745
Ptgdr2,Ptgdr2,Ptgdr2,14764,prostaglandin D2 receptor 2,23.46805902,-0.099554942,0.235182964,0.003531319,NA
Irak3,Irak3,Irak3,73914,interleukin-1 receptor-associated kinase 3,84.91173721,0.136467916,0.206868876,0.003536033,0.148585288
ENSMUSG00000113649.1,NA,ENSMUSG00000113649.1,NA,NA,13.9339632,-0.075500435,0.243075295,0.003661572,NA
Cdh17,Cdh17,Cdh17,12557,cadherin 17,54.53541999,-0.102544263,0.229470294,0.003663759,0.153251638
Spsb3,Spsb3,Spsb3,79043,splA/ryanodine receptor domain and SOCS box containing 3,538.7687949,0.131031387,0.111818548,0.003671808,0.153251638
ENSMUSG00000049410.8,NA,ENSMUSG00000049410.8,NA,NA,586.1956663,0.145546322,0.182467795,0.003755952,0.156237529
Dpysl2,Dpysl2,Dpysl2,12934,dihydropyrimidinase-like 2,6020.141981,0.10545049,0.053764021,0.003868018,0.160175089
Gm8817,Gm8817,Gm8817,667794,predicted gene 8817,231.7198937,-0.144396779,0.163118071,0.003876454,0.160175089
Scart2,Scart2,Scart2,244234,scavenger receptor family member expressed on T cells 2,276.8295549,0.080475856,0.237001711,0.003896341,0.160461955
Esf1,Esf1,Esf1,66580,ESF1 nucleolar pre-rRNA processing protein homolog,1730.86553,-0.11285581,0.069297325,0.003921028,0.160877876
Selenot,Selenot,Selenot,69227,selenoprotein T,2320.642467,-0.135227982,0.128518521,0.00393516,0.160877876
Grap,Grap,Grap,71520,GRB2-related adaptor protein,8788.08076,0.113821082,0.071990426,0.003956074,0.160877876
Gpr15,Gpr15,Gpr15,71223,G protein-coupled receptor 15,35.79134731,-0.103882738,0.221048958,0.003973232,0.160877876
Fkbp5,Fkbp5,Fkbp5,14229,FK506 binding protein 5,3390.554531,-0.134717733,0.128229433,0.003988981,0.160877876
Gzmm,Gzmm,Gzmm,16904,granzyme M (lymphocyte met-ase 1),1377.340247,-0.132728493,0.122466425,0.003991374,0.160877876
Adrm1,Adrm1,Adrm1,56436,adhesion regulating molecule 1 26S proteasome ubiquitin receptor,2725.411918,0.110381996,0.064249693,0.004001682,0.160877876
Casp3,Casp3,Casp3,12367,caspase 3,1290.610047,-0.113809606,0.072649973,0.004023758,0.160877876
Alcam,Alcam,Alcam,11658,activated leukocyte cell adhesion molecule,862.7089284,-0.123909305,0.099022846,0.004026494,0.160877876
Eef1g,Eef1g,Eef1g,67160,eukaryotic translation elongation factor 1 gamma,4329.753768,-0.114823312,0.075341267,0.004036223,0.160877876
Rpl39,Rpl39,Rpl39,67248,ribosomal protein L39,5510.989756,-0.135941713,0.133638703,0.004055631,0.16113335
ENSMUSG00000094546.1,NA,ENSMUSG00000094546.1,NA,NA,4.405068113,0.026909842,0.239779574,0.004060451,NA
ENSMUSG00000086121.1,NA,ENSMUSG00000086121.1,NA,NA,10.98614297,-0.062702876,0.233574967,0.00407856,NA
Eif3h,Eif3h,Eif3h,68135,"eukaryotic translation initiation factor 3, subunit H",7797.277937,-0.113168519,0.071684064,0.004087186,0.161868254
Ildr1,Ildr1,Ildr1,106347,immunoglobulin-like domain containing receptor 1,832.9231072,0.126890662,0.108262114,0.004103751,0.162006678
Cntnap1,Cntnap1,Cntnap1,53321,contactin associated protein-like 1,28.52621202,0.085043398,0.230089435,0.004121579,NA
Chn2,Chn2,Chn2,69993,chimerin 2,373.5495534,0.141553047,0.171113795,0.004142973,0.163035856
ENSMUSG00000083630.2,NA,ENSMUSG00000083630.2,NA,NA,57.25778231,-0.114354816,0.209658841,0.004178713,0.163921927
Gm23645,Gm23645,Gm23645,115487841,"predicted gene, 23645",2.682801414,-0.027847285,0.226226036,0.00419606,NA
Cdk6,Cdk6,Cdk6,12571,cyclin dependent kinase 6,2237.239737,-0.126343488,0.108667372,0.004219773,0.164460083
Rps15a,Rps15a,Rps15a,267019,ribosomal protein S15A,15321.31866,-0.125523084,0.106526515,0.004228913,0.164460083
Ints14,Ints14,Ints14,69882,integrator complex subunit 14,1783.528313,0.110407829,0.066306921,0.004239684,0.164460083
Sdcbp2,Sdcbp2,Sdcbp2,228765,syndecan binding protein (syntenin) 2,966.9621107,-0.127570821,0.112569243,0.004245501,0.164460083
Sqle,Sqle,Sqle,20775,squalene epoxidase,774.8742513,0.128017051,0.114185736,0.00426463,0.164630072
Zfp729b,Zfp729b,Zfp729b,100416706,zinc finger protein 729b,300.122285,-0.132482478,0.128075625,0.004285692,0.164630072
Dennd1a,Dennd1a,Dennd1a,227801,DENN domain containing 1A,805.7742801,-0.12358439,0.102145474,0.00429425,0.164630072
Arsk,Arsk,Arsk,77041,arylsulfatase K,213.2277602,-0.13852251,0.153148507,0.004311357,0.164630072
Emc7,Emc7,Emc7,73024,ER membrane protein complex subunit 7,2044.25094,-0.108802767,0.063210539,0.004322341,0.164630072
ENSMUSG00000108447.1,NA,ENSMUSG00000108447.1,NA,NA,162.5425161,-0.137590359,0.180379642,0.004329574,0.164630072
Vipr1,Vipr1,Vipr1,22354,vasoactive intestinal peptide receptor 1,181.1611819,0.138605029,0.168229044,0.004406713,0.167050823
ENSMUSG00000107813.1,NA,ENSMUSG00000107813.1,NA,NA,15.6377487,-0.073974753,0.228128964,0.004458586,NA
Sh3bp5,Sh3bp5,Sh3bp5,24056,SH3-domain binding protein 5 (BTK-associated),750.8536457,-0.125302884,0.110090325,0.004484975,0.168848776
Napa,Napa,Napa,108124,N-ethylmaleimide sensitive fusion protein attachment protein alpha,4464.977791,0.111717369,0.071914374,0.004491738,0.168848776
ENSMUSG00000117704.1,NA,ENSMUSG00000117704.1,NA,NA,93.4565843,-0.125757032,0.194901727,0.004495006,0.168848776
Rpl17,Rpl17,Rpl17,319195,ribosomal protein L17,14169.49249,-0.126411719,0.113888642,0.004513944,0.169047876
Dnase1l1,Dnase1l1,Dnase1l1,69537,deoxyribonuclease 1-like 1,548.075694,0.131996999,0.132609686,0.004541841,0.169580308
Klf11,Klf11,Klf11,194655,Kruppel-like transcription factor 11,1071.569091,0.135248921,0.17640046,0.004590321,0.170875739
Ovol2,Ovol2,Ovol2,107586,ovo like zinc finger 2,55.16354083,0.11491379,0.201373586,0.004611181,0.171138339
Gpat3,Gpat3,Gpat3,231510,glycerol-3-phosphate acyltransferase 3,68.56190719,0.119932512,0.197426178,0.004629347,0.171299652
ENSMUSG00000103216.1,NA,ENSMUSG00000103216.1,NA,NA,554.7425392,-0.134357022,0.147958629,0.004690977,0.17203829
Nup62,Nup62,Nup62,18226,nucleoporin 62,842.4847398,-0.117690565,0.091177309,0.004711468,0.17203829
Gas5,Gas5,Gas5,14455,growth arrest specific 5,9914.3311,-0.117190629,0.089755224,0.004714315,0.17203829
Laptm5,Laptm5,Laptm5,16792,lysosomal-associated protein transmembrane 5,36822.08741,-0.1191948,0.095767985,0.004724885,0.17203829
Ndrg2,Ndrg2,Ndrg2,29811,N-myc downstream regulated gene 2,187.1823045,0.13389598,0.174711928,0.004735461,0.17203829
Srgn,Srgn,Srgn,19073,serglycin,11297.6438,-0.107844615,0.064167856,0.004743331,0.17203829
Add1,Add1,Add1,11518,adducin 1,8813.947869,0.107987048,0.0645419,0.004746458,0.17203829
Ski,Ski,Ski,20481,ski sarcoma viral oncogene homolog (avian),1663.680287,0.11213898,0.075884443,0.004774025,0.172532967
Filip1l,Filip1l,Filip1l,78749,filamin A interacting protein 1-like,474.941535,0.125625566,0.116660481,0.004803382,0.173089297
ENSMUSG00000095174.1,NA,ENSMUSG00000095174.1,NA,NA,350.6659174,-0.132457767,0.144177221,0.004847427,0.174170147
Epb41,Epb41,Epb41,269587,erythrocyte membrane protein band 4.1,4667.240661,-0.1054898,0.05988942,0.004921581,0.175869037
Lag3,Lag3,Lag3,16768,lymphocyte-activation gene 3,368.7461622,-0.132285777,0.146766502,0.004927742,0.175869037
Brk1,Brk1,Brk1,101314,"BRICK1, SCAR/WAVE actin-nucleating complex subunit",5923.066734,-0.109725158,0.070712243,0.004937272,0.175869037
Gtf2ird2,Gtf2ird2,Gtf2ird2,114674,GTF2I repeat domain containing 2,355.0419882,-0.123064229,0.111364514,0.00497168,0.175979012
Nrp1,Nrp1,Nrp1,18186,neuropilin 1,6348.363092,0.121286766,0.10575284,0.004974402,0.175979012
Dpf2,Dpf2,Dpf2,19708,double PHD fingers 2,4662.23928,0.105329796,0.059977632,0.004992167,0.175979012
Oasl1,Oasl1,Oasl1,231655,2'-5' oligoadenylate synthetase-like 1,32.49142998,0.096967994,0.206256362,0.005006154,0.175979012
ENSMUSG00000108289.1,NA,ENSMUSG00000108289.1,NA,NA,3165.706286,0.118353164,0.097166851,0.005011342,0.175979012
Parp12,Parp12,Parp12,243771,"poly (ADP-ribose) polymerase family, member 12",219.3455324,0.130050954,0.171917251,0.005134268,0.179610663
Dhrs7,Dhrs7,Dhrs7,66375,dehydrogenase/reductase 7,3018.735313,0.112207309,0.079989702,0.005143925,0.179610663
Rab27a,Rab27a,Rab27a,11891,"RAB27A, member RAS oncogene family",2717.150155,-0.116105795,0.092152034,0.005158228,0.179610663
ENSMUSG00000096842.1,NA,ENSMUSG00000096842.1,NA,NA,556.9019456,-0.130056927,0.147708112,0.005239913,0.181871078
Lrrc41,Lrrc41,Lrrc41,230654,leucine rich repeat containing 41,660.9877469,0.117656478,0.098316481,0.005252488,0.181871078
Prss2,Prss2,Prss2,22072,serine protease 2,15.0340484,-0.051563843,0.213748782,0.005277695,NA
Nucks1,Nucks1,Nucks1,98415,nuclear casein kinase and cyclin-dependent kinase substrate 1,2353.42344,-0.108413371,0.070177808,0.005289022,0.182625943
ENSMUSG00000096243.1,NA,ENSMUSG00000096243.1,NA,NA,43.93108656,-0.077088577,0.212823587,0.005342968,0.183976199
